first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP-D	ensemble_p_HP-S	ensemble_p_LP	ensemble_p_NP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	ensemble_p_HB	gt_p_HP-D	gt_p_HP-S	gt_p_LP	gt_p_NP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gt_p_HB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	opus_pred	opus_conf
(˘̩╭╯˘̩)	LN	0.6572	3		0				2	False	0.0164	0.0013	0.0229	0.009	0.105	0.0779	0.6572	0.0581	0.0523										LN	0.917	LN	0.313	LN	0.742
(˘͈‿˘͈)	LP	0.4954	3		0				0	False	0.0332	0.0381	0.4954	0.1463	0.0285	0.0178	0.1015	0.0918	0.0474										LP	0.881	LN	0.305	LP	0.559
(˘ω˘)	LP	0.5185	3	LP	40	0.0799	0.8847	True	40	True	0.0424	0.0136	0.5185	0.1098	0.0193	0.0171	0.0905	0.1464	0.0423	0.05	0.0	0.7	0.175	0.0	0.0	0.0	0.075	0.0	LP	0.985	NB	0.255	LP	0.52
(˘ڡ˘)	LP	0.4771	3	LP	11	0.2285	0.6703	True	11	False	0.0767	0.0396	0.4771	0.1245	0.0247	0.0161	0.1311	0.0766	0.0335	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.987	LN	0.393	LP	0.4
(˘‿˘)	LP	0.4451	3	LP	13	0.2469	0.6437	True	13	False	0.0279	0.031	0.4451	0.192	0.0138	0.014	0.1103	0.1338	0.032	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.768	LN	0.32	LP	0.495
(˘▽˘)	LP	0.4526	3	NP	82	0.2672	0.6145	False	82	False	0.0583	0.0647	0.4526	0.192	0.0114	0.0098	0.0304	0.1483	0.0324	0.0122	0.1707	0.0488	0.7561	0.0	0.0	0.0	0.0122	0.0	LP	0.811	NB	0.356	LP	0.462
(˘・_・˘)	LP	0.2775	3		0				1	False	0.025	0.0029	0.2775	0.0273	0.0369	0.1094	0.198	0.1929	0.1301										LP	0.745	NB	0.337	LN	0.417
(˘・ω・˘)	LP	0.3606	3		0				1	False	0.025	0.0057	0.3606	0.0559	0.0261	0.029	0.0954	0.2784	0.1241										LP	0.871	NB	0.428	NB	0.395
(˘︶˘)	LP	0.5365	3		0				1	False	0.0221	0.012	0.5365	0.1161	0.0107	0.019	0.1245	0.122	0.0371										LP	0.999	LN	0.346	LP	0.528
(˙▂˙)	HB	0.322	3		0				1	False	0.0256	0.0069	0.044	0.0345	0.0492	0.1016	0.2048	0.2116	0.322										HB	0.661	NB	0.245	LN	0.35
(˙▿˙)	NB	0.4633	3	NB	3	0.2363	0.659	True	3	False	0.0481	0.0546	0.1566	0.1186	0.0182	0.0175	0.0815	0.4633	0.0416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	NB	0.995	NB	0.262	LP	0.356
(˙◁˙)	NB	0.3182	3		0				0	False	0.0201	0.0075	0.0426	0.0356	0.0292	0.1731	0.1249	0.3182	0.2487										NB	0.502	NB	0.276	HN-S	0.324
(˙꒳˙)	NB	0.5125	3	NB	62	0.1289	0.814	True	62	False	0.0267	0.0112	0.1276	0.0847	0.0258	0.0267	0.1023	0.5125	0.0826	0.0161	0.0	0.0	0.0484	0.0	0.0	0.0	0.871	0.0645	NB	0.929	LN	0.281	NB	0.361
(˜︵˜;)	LN	0.3386	3		0				1	False	0.0029	0.0001	0.001	0.0023	0.3177	0.2182	0.3386	0.0178	0.1014										HN-D	0.713	LN	0.596	LN	0.414
(˵͡°͜ʖ͡°˵)	HP-D	0.5316	3		0				2	False	0.5316	0.0486	0.1022	0.0518	0.016	0.0197	0.0157	0.159	0.0553										HP-D	0.979	NB	0.416	HP-D	0.545
(˵・̀‿-˵)	HP-D	0.4634	3		0				0	False	0.4634	0.0768	0.1663	0.0718	0.0206	0.026	0.0308	0.0944	0.0499										HP-D	0.996	NB	0.263	HP-D	0.34
(˵・̀‿・́˵)	HP-D	0.4565	3	HP-D	3	0.2403	0.6533	True	3	False	0.4565	0.0824	0.1644	0.0674	0.0205	0.029	0.0262	0.1081	0.0456	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HP-D	0.992	LP	0.32	HP-D	0.338
(˶˃‿˂˶)	NP	0.2669	3		0				0	False	0.2142	0.1237	0.1658	0.2669	0.0059	0.0179	0.0336	0.1142	0.0578										NP	0.541	NB	0.341	HP-S	0.331
(˶˃‿˂˶;)	HP-D	0.3633	3		0				0	False	0.3633	0.0874	0.11	0.0801	0.0114	0.0746	0.083	0.0749	0.1154										HP-D	0.932	LN	0.249	HP-S	0.256
(˶ˆᗜˆ˵)	HP-D	0.3751	3	NP	3	0.2345	0.6617	False	3	False	0.3751	0.102	0.1829	0.1732	0.0034	0.014	0.0305	0.0796	0.0392	0.3333	0.0	0.0	0.6667	0.0	0.0	0.0	0.0	0.0	HP-D	0.839	NB	0.206	LP	0.34
(˶ˆ‿ˆ˵)	HP-D	0.3352	3		0				1	False	0.3352	0.0811	0.2173	0.1732	0.0051	0.0157	0.0297	0.0969	0.0459										HP-D	0.806	NB	0.241	LP	0.414
(˶ˆ☁ˆ˵)	LP	0.4436	3	LP	4	0.2478	0.6425	True	4	False	0.1163	0.0592	0.4436	0.1559	0.0046	0.0136	0.0177	0.1356	0.0534	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.648	LP	0.262	LP	0.421
(˶ˆ꒳ˆ˵)	LP	0.3918	3		0				1	False	0.183	0.0804	0.3918	0.1599	0.0059	0.0169	0.0347	0.0894	0.038										LP	0.544	LP	0.217	LP	0.414
(˶ᵔ‿ᵔ˶)	LP	0.5554	3	LP	6	0.1508	0.7824	True	6	False	0.0753	0.0565	0.5554	0.1253	0.0028	0.0093	0.0111	0.1245	0.0399	0.1667	0.0	0.8333	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.964	NB	0.346	LP	0.487
(˶‾᷄‿‾᷅�	LP	0.347	3		0				1	False	0.2362	0.0565	0.347	0.1045	0.0102	0.0277	0.0375	0.1096	0.0709										LP	0.703	NB	0.269	LP	0.292
(˶‾᷄⁻̫‾�	LP	0.4537	3	NP	4	0.2312	0.6665	False	4	False	0.1503	0.0349	0.4537	0.0874	0.0163	0.0321	0.056	0.1079	0.0613	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.25	0.0	LP	0.99	NB	0.199	HP-D	0.268
(˶‾᷄ꇴ‾᷅	HP-D	0.3403	3		0				1	False	0.3403	0.0745	0.2232	0.1026	0.017	0.031	0.0332	0.0942	0.084										HP-D	0.584	NB	0.223	HP-D	0.286
(˶‿☁‿˶)	LP	0.5379	3		0				1	False	0.0615	0.0201	0.5379	0.1103	0.0158	0.0367	0.0618	0.0832	0.0725										LP	0.992	LP	0.221	LP	0.401
(˶◕‿◕˶)	LP	0.4561	3		0				0	False	0.0977	0.0658	0.4561	0.1331	0.0081	0.019	0.0255	0.1412	0.0535										LP	0.812	NB	0.349	LP	0.442
(˶・̀ω・́˵)	HP-D	0.243	3		0				1	False	0.243	0.0821	0.114	0.0905	0.0494	0.0746	0.0205	0.1165	0.2095										HB	0.42	NB	0.258	HP-D	0.353
(̄³̄)	HN-D	0.3591	3		0				1	False	0.0524	0.1157	0.1233	0.0978	0.3591	0.0296	0.0834	0.0943	0.0444										HN-D	0.915	HP-S	0.319	LP	0.257
(̄▽̄)	HP-D	0.4167	3		0				0	False	0.4167	0.2251	0.1038	0.1109	0.0054	0.0042	0.0121	0.1042	0.0176										HP-D	0.904	HP-S	0.486	HP-D	0.302
(̑‿̑)	LP	0.3217	3		0				1	False	0.1673	0.109	0.3217	0.1094	0.0172	0.0223	0.1534	0.0822	0.0175										LP	0.567	LN	0.46	LP	0.327
(̒‿̒)	LP	0.2594	3		0				1	False	0.1118	0.0761	0.2594	0.1499	0.0165	0.0289	0.1394	0.189	0.0289										NB	0.381	LN	0.407	LP	0.306
(̛̠̠)	HN-S	0.3924	3		0				1	False	0.0275	0.018	0.0451	0.035	0.0651	0.3924	0.1643	0.1279	0.1248										HN-S	0.833	LN	0.256	HN-S	0.234
(̥̤̥)	LN	0.3007	3		0				1	False	0.0368	0.2437	0.0621	0.1164	0.0161	0.114	0.3007	0.0792	0.031										HP-S	0.61	LN	0.315	LN	0.57
(̥̯̥)	LN	0.5446	3		0				1	False	0.0796	0.0526	0.0268	0.0562	0.0293	0.127	0.5446	0.0391	0.0449										LN	0.699	LN	0.328	LN	0.607
(͠°͟ʖ͡°)	HN-D	0.2608	3		0				2	False	0.1767	0.0306	0.0504	0.0556	0.2608	0.0314	0.053	0.0998	0.2417										HN-D	0.632	NB	0.178	HP-D	0.427
(͡°͜ʖ͡°)	HP-D	0.5843	3	HP-D	172	0.1441	0.7921	True	172	False	0.5843	0.0366	0.038	0.058	0.0304	0.0338	0.0949	0.0722	0.0518	0.9651	0.0	0.0	0.0291	0.0058	0.0	0.0	0.0	0.0	HP-D	0.976	LN	0.285	HP-D	0.679
(҂‿_‿)	HN-D	0.3572	3		0				0	False	0.1903	0.0168	0.0233	0.0391	0.3572	0.0954	0.154	0.0627	0.0611										HP-D	0.482	LN	0.216	HN-D	0.545
(ू・‿・ू)	LP	0.5395	3		0				1	False	0.0591	0.0708	0.5395	0.1228	0.0127	0.0144	0.0375	0.1129	0.0302										LP	0.9	NB	0.27	LP	0.462
(୧・̀‿-)	HN-D	0.3253	3		0				0	False	0.1486	0.1284	0.1173	0.0953	0.3253	0.0283	0.0237	0.0874	0.0456										HN-D	0.943	NB	0.239	HP-D	0.364
(ಠ_ಠ)	HN-D	0.6178	3	HN-D	5	0.1553	0.776	True	5	False	0.0297	0.0113	0.0249	0.0248	0.6178	0.0502	0.0517	0.095	0.0948	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	HN-D	0.975	HN-D	0.273	HN-D	0.605
(ಠʖಠ)	HN-D	0.5518	3		0				2	False	0.0342	0.0359	0.0497	0.0403	0.5518	0.0363	0.0425	0.0837	0.1256										HN-D	0.996	HN-D	0.157	HN-D	0.503
(ಠಠ)	HN-D	0.6038	3		0				1	False	0.0327	0.0262	0.0452	0.0368	0.6038	0.0362	0.0448	0.0851	0.0893										HN-D	0.999	HN-D	0.182	HN-D	0.63
(ಠ‿ಠ)	HP-D	0.4122	3		0				0	False	0.4122	0.0715	0.058	0.0714	0.1579	0.0341	0.0385	0.0893	0.067										HP-D	0.703	HN-D	0.189	HP-D	0.462
(ಠ益ಠ)	HN-D	0.6811	3		0				0	False	0.0328	0.0215	0.0276	0.0308	0.6811	0.0449	0.0448	0.0491	0.0675										HN-D	0.998	HN-D	0.256	HN-D	0.789
(ಥ﹏ಥ)	LN	0.3869	3	LN	30	0.116	0.8326	True	30	False	0.0305	0.0292	0.0199	0.0371	0.2422	0.1874	0.3869	0.0274	0.0393	0.0333	0.0	0.0667	0.0333	0.0333	0.0333	0.6667	0.0667	0.0667	HN-D	0.505	LN	0.238	LN	0.784
(ฅ́˘ฅ̀)	LP	0.4767	3		0				0	False	0.0523	0.0847	0.4767	0.1101	0.0208	0.0257	0.0788	0.1045	0.0464										LP	0.827	LP	0.242	LP	0.362
(ง'̀-'́)	HN-D	0.7115	3		0				1	False	0.0788	0.0126	0.0022	0.0243	0.7115	0.0722	0.0645	0.013	0.0208										HN-D	0.985	HN-D	0.564	HN-D	0.586
(งᵒ̌皿ᵒ̌)	HN-D	0.5791	3		0				0	False	0.0984	0.0297	0.0232	0.0186	0.5791	0.1047	0.0872	0.022	0.0372										HN-D	0.847	LN	0.246	HN-D	0.766
(งツ)	HN-D	0.4221	3		0				0	False	0.1489	0.0947	0.05	0.0689	0.4221	0.0805	0.0557	0.0247	0.0545										HN-D	0.865	HN-D	0.381	HP-D	0.356
(ง・_・)	HB	0.2828	3		0				0	False	0.071	0.0313	0.0193	0.0354	0.2073	0.1677	0.0613	0.124	0.2828										HB	0.58	HN-D	0.216	HN-D	0.333
(ง・̀_・́)	HN-D	0.5058	3	HN-D	3	0.2126	0.6933	True	3	False	0.0592	0.0165	0.0119	0.0217	0.5058	0.1767	0.055	0.0459	0.1073	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	HN-D	0.573	HN-D	0.31	HN-D	0.634
(ง・̀ω・́)	HB	0.2775	3		0				0	False	0.2342	0.1075	0.0246	0.0641	0.11	0.0629	0.0558	0.0635	0.2775										HB	0.683	HP-D	0.184	HP-D	0.383
(ง・̀ᗜ・́)	HP-D	0.2231	3		0				0	False	0.2231	0.1483	0.0196	0.0578	0.1838	0.0822	0.0483	0.0476	0.1891										HB	0.434	HP-D	0.186	HP-D	0.411
(๑><๑)	HN-S	0.476	3	LP	6	0.5349	0.2283	False	6	False	0.0733	0.0597	0.0593	0.0343	0.1145	0.476	0.0877	0.0371	0.0582	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	HN-S	0.913	HN-D	0.207	HN-S	0.374
(๑>‿<๑)	HP-D	0.3724	3	LP	6	0.2304	0.6676	False	6	False	0.3724	0.1882	0.1749	0.086	0.0338	0.0211	0.0608	0.0434	0.0195	0.1667	0.0	0.6667	0.1667	0.0	0.0	0.0	0.0	0.0	HP-D	0.754	LP	0.188	HP-S	0.419
(๑´ڡ`๑)	LP	0.5389	3		0				1	False	0.0996	0.0673	0.5389	0.1076	0.025	0.0209	0.036	0.0754	0.0293										LP	0.989	LP	0.296	LP	0.332
(๑˃‿˂)	HP-S	0.3096	3	HP-S	289	0.0718	0.8964	True	289	True	0.2135	0.3096	0.1411	0.1334	0.0062	0.0045	0.0121	0.1314	0.0484	0.2422	0.5329	0.045	0.1522	0.0035	0.0035	0.0035	0.0173	0.0	HP-S	0.561	NB	0.365	HP-S	0.326
(๑・̀⌄・́๑)	HP-D	0.3426	3		0				0	False	0.3426	0.0562	0.1655	0.0924	0.0279	0.0372	0.0688	0.1606	0.0486										HP-D	0.744	LP	0.22	LP	0.273
(๑・̀ㅁ・́๑)	HB	0.3835	3	LP	25	0.3583	0.4832	False	25	False	0.0643	0.0316	0.0686	0.0314	0.1469	0.1104	0.0749	0.0885	0.3835	0.16	0.0	0.52	0.12	0.0	0.0	0.12	0.08	0.0	HB	0.946	LN	0.213	HN-D	0.329
(๑・̀ㅁ・́๑)�	HB	0.3447	3		0				1	False	0.0556	0.0271	0.117	0.0345	0.14	0.1229	0.069	0.0892	0.3447										HB	0.843	LP	0.325	HN-D	0.333
(๑・̀ㅂ・́)	HP-D	0.4361	3	LP	8	0.4228	0.39	False	8	False	0.4361	0.052	0.0723	0.0851	0.0635	0.0451	0.0498	0.1252	0.0709	0.0	0.0	0.625	0.0	0.0	0.0	0.25	0.125	0.0	HP-D	0.897	NB	0.173	HP-D	0.316
(๑・́₃・̀๑)	HB	0.347	3	LN	3	0.3934	0.4324	False	3	False	0.0385	0.0146	0.1004	0.0252	0.1034	0.0971	0.1358	0.138	0.347	0.0	0.0	0.3333	0.0	0.0	0.0	0.6667	0.0	0.0	HB	0.826	NB	0.234	LN	0.267
(๑・﹏・)	NB	0.2814	3		0				2	False	0.0314	0.0093	0.1145	0.0279	0.031	0.1544	0.2362	0.2814	0.1138										NB	0.531	NB	0.248	LN	0.493
(ᐛ)	HP-D	0.39	3		0				0	False	0.39	0.1016	0.0656	0.0958	0.0433	0.0601	0.0318	0.1112	0.1006										HP-D	0.63	HP-D	0.223	HP-D	0.318
(ᐢ・ᴥ・ᐢ)	NB	0.281	3		0				1	False	0.1297	0.0572	0.2274	0.1051	0.0188	0.087	0.0244	0.281	0.0695										HP-D	0.236	NB	0.453	LP	0.366
(ᗒᗨᗕ)	HP-S	0.3925	3		0				0	False	0.147	0.3925	0.0861	0.0914	0.0687	0.1007	0.0283	0.0395	0.0458										HP-S	0.771	HN-S	0.225	HP-S	0.385
(ᗜ)	HP-D	0.2493	3		0				1	False	0.2493	0.2257	0.131	0.0817	0.0336	0.0395	0.0216	0.146	0.0716										HP-S	0.519	HP-D	0.211	LP	0.235
(ᗜ3)	HP-D	0.3189	3		0				1	False	0.3189	0.1874	0.145	0.0963	0.0386	0.0446	0.0189	0.0929	0.0573										HP-D	0.548	NB	0.201	LP	0.279
(ᗜ㉨)	HP-D	0.2315	3		0				1	False	0.2315	0.0814	0.1606	0.0595	0.0719	0.1453	0.0264	0.1346	0.0888										HP-D	0.41	LP	0.257	LP	0.222
(ᵏᵈ)	NB	0.318	3		0				1	False	0.1409	0.1099	0.1666	0.1013	0.0116	0.0328	0.0296	0.318	0.0892										NB	0.552	NB	0.221	LP	0.227
(ᵐᴥᵐ)	NB	0.2423	3		0				1	False	0.087	0.0997	0.2059	0.1759	0.0268	0.0245	0.0567	0.2423	0.0812										NB	0.308	NB	0.292	LP	0.316
(ᵐᵒᵐ)	NB	0.2151	3		0				1	False	0.0537	0.1385	0.1776	0.1479	0.0284	0.0913	0.0406	0.2151	0.1069										HP-S	0.284	NB	0.285	NB	0.238
(ᵒ̯̌ᵒ̌)	HN-S	0.3171	3		0				1	False	0.0241	0.0156	0.0299	0.0149	0.2325	0.3171	0.078	0.0571	0.2307										HN-D	0.556	HN-S	0.448	HB	0.4
(ᵒ̌ᴥᵒ̌)	HB	0.2675	3	LN	12	0.2273	0.6721	False	12	False	0.1024	0.0464	0.052	0.0244	0.0942	0.2359	0.0703	0.1071	0.2675	0.0	0.0	0.0	0.0	0.0833	0.0833	0.5	0.0	0.3333	HB	0.414	HN-S	0.413	HB	0.306
(ᵒ̌ᵃᵒ̌)	HN-S	0.2188	3	HP-S	4	0.209	0.6985	False	4	False	0.0735	0.2079	0.0774	0.0368	0.0641	0.2188	0.0712	0.0791	0.1711	0.0	0.25	0.0	0.0	0.25	0.25	0.25	0.0	0.0	HP-S	0.537	HN-S	0.279	HB	0.333
(ᵒ̌ᵏᵒ̌)	HN-S	0.2906	3		0				1	False	0.0742	0.0704	0.0451	0.029	0.1008	0.2906	0.0833	0.0873	0.2194										HB	0.262	HN-S	0.344	HN-S	0.324
(ᵒ̌ᵐᵒ̌)	HN-S	0.2486	3	HN-S	4	0.2257	0.6744	True	4	False	0.07	0.1462	0.0532	0.038	0.0913	0.2486	0.0913	0.0905	0.1708	0.0	0.25	0.0	0.0	0.25	0.5	0.0	0.0	0.0	HP-S	0.368	HN-S	0.255	HN-S	0.314
(ᵒ̌ᵐ㏑)	HN-S	0.299	3		0				2	False	0.033	0.1007	0.0253	0.051	0.1689	0.299	0.0875	0.0721	0.1625										HP-S	0.274	HN-S	0.368	HN-S	0.263
(ᵒ̌ᵔᵒ̌)	NB	0.2714	3		0				1	False	0.0939	0.116	0.0813	0.0654	0.0435	0.1359	0.0526	0.2714	0.1401										NB	0.523	HN-S	0.328	HB	0.256
(ᵒ̌ᵗᵒ̌)	HN-S	0.3354	3	HN-S	4	0.2762	0.6016	True	4	False	0.0591	0.0293	0.0602	0.0348	0.0835	0.3354	0.0763	0.0932	0.2283	0.0	0.25	0.0	0.0	0.0	0.5	0.25	0.0	0.0	HN-S	0.435	HN-S	0.308	HB	0.289
(ᵒ̌‿ᵒ̌)	HP-S	0.2133	3		0				1	False	0.1771	0.2133	0.11	0.1029	0.0427	0.1519	0.0659	0.0925	0.0436										HP-S	0.403	HN-S	0.436	LP	0.259
(ᵔ̀-̀ᵔ)	HN-S	0.3262	3		0				1	False	0.1106	0.0306	0.1085	0.0851	0.1141	0.3262	0.0868	0.06	0.0781										HN-S	0.772	LN	0.201	LP	0.294
(ᵔᴥᵔ)	HP-D	0.3549	3	HN-D	70	0.264	0.6191	False	70	False	0.3549	0.071	0.169	0.1676	0.0113	0.0248	0.0221	0.1195	0.0596	0.0571	0.1143	0.0429	0.0286	0.2429	0.1571	0.2	0.0286	0.1286	HP-D	0.76	NB	0.211	LP	0.4
(ᵔᵔ)	NP	0.2941	3		0				1	False	0.1104	0.2035	0.1544	0.2941	0.0091	0.0259	0.0356	0.1133	0.0537										NP	0.563	NB	0.248	LP	0.344
(ᵔ‿ᵔ)	NP	0.349	3	HN-D	7	0.3851	0.4444	False	7	False	0.1795	0.064	0.1789	0.349	0.0145	0.0254	0.0421	0.1015	0.0452	0.1429	0.1429	0.0	0.0	0.4286	0.0	0.1429	0.0	0.1429	NP	0.673	NB	0.241	LP	0.4
(ᵔㅂᵔ)	NP	0.2032	3	HN-S	8	0.329	0.5254	False	8	False	0.1862	0.1746	0.1735	0.2032	0.0256	0.0631	0.0333	0.0871	0.0535	0.125	0.0	0.0	0.0	0.125	0.5	0.0	0.125	0.125	HP-S	0.408	HN-S	0.189	LP	0.409
(ᵔㅅᵔ)	NP	0.2825	3	HP-D	7	0.4163	0.3994	False	7	False	0.0844	0.1678	0.2143	0.2825	0.0207	0.0528	0.0524	0.082	0.043	0.4286	0.0	0.1429	0.0	0.4286	0.0	0.0	0.0	0.0	NP	0.512	NB	0.181	LP	0.5
(ᵔㅜᵔ)	HP-S	0.276	3	HP-D	5	0.4048	0.416	False	5	False	0.0672	0.276	0.1031	0.1341	0.0555	0.0917	0.1434	0.0594	0.0697	0.6	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	HP-S	0.748	HN-S	0.191	LN	0.297
(„‿‿‿„)	HP-D	0.3258	3		0				0	False	0.3258	0.0838	0.246	0.1626	0.0197	0.0083	0.0547	0.0776	0.0216										HP-D	0.603	HP-D	0.297	LP	0.361
(„・֊・„)	HN-S	0.2309	3		0				0	False	0.0559	0.0218	0.205	0.0993	0.0657	0.2309	0.067	0.1391	0.1152										HN-S	0.636	LP	0.21	LP	0.401
(„・‿・„)	NB	0.2498	3		0				0	False	0.0919	0.0557	0.2147	0.1928	0.0264	0.0462	0.0408	0.2498	0.0818										NB	0.412	NB	0.209	LP	0.462
(‿	LP	0.3181	3		0				1	False	0.0628	0.0645	0.3181	0.2282	0.0212	0.0313	0.0947	0.1214	0.0579										LP	0.578	LN	0.231	LP	0.289
(‿͈ˬ‿͈)	LP	0.5073	3		0				0	False	0.0583	0.0724	0.5073	0.1831	0.0027	0.0069	0.0294	0.116	0.0239										LP	0.828	NB	0.296	LP	0.482
(‿ω‿)	LP	0.3608	3		0				2	True	0.1162	0.101	0.3608	0.2191	0.0082	0.0195	0.0513	0.082	0.0418										LP	0.657	NB	0.196	LP	0.332
(‿‿)	NP	0.3388	3		0				1	False	0.0493	0.0332	0.1729	0.3388	0.0181	0.0256	0.1267	0.1969	0.0385										NP	0.688	LN	0.294	LP	0.316
(‿‿‿)	LP	0.3196	3	LP	51	0.1036	0.8505	True	51	True	0.0326	0.0908	0.3196	0.1726	0.0127	0.0259	0.1706	0.1303	0.0449	0.0588	0.0392	0.3922	0.1765	0.0	0.0	0.0	0.3137	0.0196	LP	0.708	HP-S	0.259	LN	0.346
(‿‿‿✿)	LP	0.5189	3	NP	13	0.1883	0.7283	False	13	True	0.0211	0.0906	0.5189	0.1592	0.0082	0.0166	0.0654	0.0955	0.0246	0.0	0.0	0.3846	0.6154	0.0	0.0	0.0	0.0	0.0	LP	0.824	LP	0.465	LP	0.268
(⁀˘ω˘⁀)	LP	0.3406	3		0				1	False	0.0916	0.0714	0.3406	0.1708	0.0149	0.0112	0.0532	0.1701	0.0762										LP	0.415	HB	0.222	LP	0.514
(⁀ᗜ⁀)	NP	0.2388	3	LN	25	0.1541	0.7777	False	25	False	0.2048	0.1411	0.1282	0.2388	0.0869	0.0323	0.0422	0.0659	0.0598	0.08	0.12	0.04	0.08	0.08	0.2	0.24	0.0	0.16	NP	0.417	HN-D	0.26	LP	0.307
(⁀✰)	NB	0.2851	3		0				1	False	0.1773	0.1075	0.0858	0.1323	0.0297	0.034	0.0322	0.2851	0.116										NB	0.577	HB	0.261	HP-D	0.22
(⁄	HP-D	0.3388	3	HP-D	35	0.0644	0.9071	True	35	False	0.3388	0.0592	0.1171	0.1068	0.0429	0.1034	0.0689	0.0756	0.0872	0.3714	0.1143	0.1714	0.1714	0.0	0.0	0.0571	0.0571	0.0571	HP-D	0.869	LN	0.154	LP	0.262
(⁄⁀)	LN	0.2076	3		0				1	False	0.1727	0.0322	0.122	0.1083	0.0564	0.0835	0.2076	0.1101	0.1071										LN	0.382	NP	0.164	LP	0.25
(⁄⁂⁄)	HP-D	0.303	3	HP-D	3	0.2526	0.6356	True	3	False	0.303	0.0838	0.1182	0.1069	0.0418	0.1456	0.066	0.0585	0.0762	0.3333	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.3333	HP-D	0.762	LN	0.163	LP	0.256
(⁄⁄・⁄ω⁄・⁄)	LN	0.3898	3		0				1	False	0.0202	0.0724	0.1789	0.0775	0.0107	0.0582	0.3898	0.1347	0.0577										LN	0.999	NB	0.379	LP	0.381
(⁄⁄・⁄ω⁄・⁄⁄)	LN	0.3822	3		0				0	False	0.0241	0.0763	0.166	0.0884	0.0115	0.0802	0.3822	0.121	0.0503										LN	0.997	NB	0.337	LP	0.368
(⁄⁄・⁄ω・⁄)	LN	0.3749	3		0				1	False	0.0306	0.0802	0.1684	0.0946	0.0115	0.0588	0.3749	0.1295	0.0514										LN	1.0	NB	0.366	LP	0.378
(⁄⁄・⁄ω・⁄⁄)	LN	0.3736	3		0				1	False	0.0261	0.0705	0.1819	0.0993	0.0147	0.0528	0.3736	0.1393	0.0419										LN	0.997	NB	0.369	LP	0.415
(⁄◕‿◕⁄)	NP	0.3207	3		0				1	False	0.1723	0.1044	0.1831	0.3207	0.021	0.0525	0.0323	0.071	0.0427										NP	0.607	NB	0.173	LP	0.359
(⁎˃ᆺ˂)	HP-S	0.3294	3		0				2	False	0.1137	0.3294	0.0624	0.2102	0.1251	0.0338	0.0287	0.0526	0.0442										NP	0.374	HP-S	0.378	HP-S	0.411
(⁎˃‿˂⁎)	NP	0.38	3	NP	7	0.2215	0.6804	True	7	False	0.0914	0.2419	0.1301	0.38	0.0077	0.0175	0.0232	0.0542	0.054	0.0	0.0	0.4286	0.5714	0.0	0.0	0.0	0.0	0.0	NP	0.776	HP-S	0.258	HP-S	0.347
(⁎˃ꇴ˂⁎)	NP	0.3254	3		0				2	False	0.1287	0.278	0.0645	0.3254	0.0375	0.0276	0.0392	0.0439	0.0553										NP	0.623	NP	0.207	HP-S	0.415
(⁎‿‿‿⁎)	LP	0.557	3	LP	6	0.1855	0.7324	True	6	False	0.0638	0.0841	0.557	0.1118	0.0043	0.0136	0.0289	0.1126	0.0237	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.962	LP	0.343	LP	0.366
(⁎⁍̛‿⁍�	HN-D	0.2685	3		0				1	False	0.1316	0.1383	0.1841	0.0921	0.2685	0.0304	0.0283	0.0853	0.0415										HN-D	0.784	LP	0.29	HP-D	0.321
(⇀‸↼‶)	HN-D	0.3152	3		0				0	False	0.0401	0.0042	0.011	0.0084	0.3152	0.0776	0.1965	0.1002	0.2467										HN-D	0.461	LN	0.496	HN-D	0.412
(∀)	HP-D	0.3621	3		0				1	False	0.3621	0.0655	0.0764	0.0714	0.0107	0.0139	0.0325	0.2712	0.0962										HP-D	0.934	NB	0.505	NB	0.308
(≖_≖)	HB	0.442	3		0				1	True	0.1264	0.0183	0.0172	0.0301	0.1614	0.0332	0.0861	0.0853	0.442										HB	0.882	LN	0.208	HB	0.275
(≖͞_≖̥)	HP-D	0.3997	3		0				1	True	0.3997	0.0053	0.01	0.0131	0.191	0.0522	0.1016	0.0924	0.1347										HP-D	0.984	HN-D	0.27	HN-D	0.302
