first_word	n_prompts_HP-D	n_prompts_HP-S	n_prompts_LP	n_prompts_NP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	n_prompts_HB	mean_log_prob_HP-D	mean_log_prob_HP-S	mean_log_prob_LP	mean_log_prob_NP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	mean_log_prob_HB	softmax_HP-D	softmax_HP-S	softmax_LP	softmax_NP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	softmax_HB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP-D	total_emit_HP-S	total_emit_LP	total_emit_NP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	total_emit_HB	argmax_matches_empirical
(⌓・ᴥ・⌓)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.3862993610873908	-0.7985144739575187	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-2.9957212737134884	-13.815519557923775	0.15	0.249999	0.449997	0.1	1e-06	1e-06	1e-06	0.050001	1e-06	LP	0.449997	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(⌛)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-2.3025840930035453	-3.9119820066376043	0.050001	0.08	0.15	0.12	0.08	0.15	0.249999	0.1	0.020001	LN	0.249999	1	False	2	HP-S	0	1	0	0	0	1	0	0	0	False
(⌨)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-2.3025840930035453	-1.3862993610873908	-2.9957212737134884	-2.9957212737134884	-2.9957212737134884	-1.3862993610873908	-2.9957212737134884	0.15	0.050001	0.1	0.249999	0.050001	0.050001	0.050001	0.249999	0.050001	NP	0.249999	1	False	1	HN-S	0	0	0	0	0	1	0	0	0	False
(⌯˃᷄	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-2.5257251443458797	-3.9119820066376043	-4.605079190947258	-4.605079190947258	-13.815519557923775	-4.605079190947258	-13.815519557923775	0.719995	0.15	0.08	0.020001	0.010001	0.010001	1e-06	0.010001	1e-06	HP-D	0.719995	1	False	8	NP	0	0	1	3	0	1	3	0	0	False
(⏰)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.3862993610873908	-2.3025840930035453	0.050001	0.08	0.12	0.15	0.050001	0.08	0.12	0.249999	0.1	NB	0.249999	1	False	1	NB	0	0	0	0	0	0	0	1	0	True
(─‿‿─)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.050001	0.15	0.649995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(┛▧益▧)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-3.9119820066376043	-3.5065335645016917	-3.5065335645016917	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.749994	0.15	0.020001	0.030001	0.030001	0.010001	0.010001	1e-06	1e-06	HP-D	0.749994	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(╥_╥)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-4.605079190947258	-2.9957212737134884	-2.5257251443458797	-2.9957212737134884	-1.0498282673194026	-0.8675071867146769	-4.605079190947258	-4.605079190947258	0.020001	0.010001	0.050001	0.08	0.050001	0.349998	0.419997	0.010001	0.010001	LN	0.419997	1	True	55	HN-D	1	1	0	0	25	10	11	1	6	False
(╥_﹏)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-4.605079190947258	-2.9957212737134884	-2.5257251443458797	-2.9957212737134884	-1.3862993610873908	-0.7339760917085375	-3.218859825140196	-3.9119820066376043	0.020001	0.010001	0.050001	0.08	0.050001	0.249999	0.479997	0.040001	0.020001	LN	0.479997	1	False	2	LP	0	0	1	0	0	0	0	1	0	False
(╥╯﹏╰╥)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-4.605079190947258	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-0.5447344512647275	-2.1202642028609797	-4.605079190947258	-4.605079190947258	0.020001	0.010001	0.050001	0.08	0.12	0.579996	0.12	0.010001	0.010001	HN-S	0.579996	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(╥﹏╥	0	0	0	0	0	0	0	0	0	-3.9119820066376048	-3.506533564501692	-2.52572514434588	-2.995721273713489	-2.52572514434588	-1.8971223182009371	-0.5978441825349555	-3.9119820066376048	-3.9119820066376048	0.020001	0.030001	0.08	0.050001	0.08	0.15	0.549996	0.020001	0.020001	LN	0.549996	1	False	2	LP	0	0	1	1	0	0	0	0	0	False
(╥﹏╥)	0	0	0	0	0	0	0	0	0	-3.9119820066376048	-4.605079190947259	-2.995721273713489	-2.52572514434588	-2.995721273713489	-0.4307903775915995	-2.12026420286098	-4.605079190947259	-4.605079190947259	0.020001	0.010001	0.050001	0.08	0.050001	0.649995	0.12	0.010001	0.010001	HN-S	0.649995	1	True	104	HN-S	2	10	0	0	33	40	12	1	6	True
(╬	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-2.995721273713489	-3.9119820066376048	-2.995721273713489	-1.8971223182009371	-3.9119820066376048	-4.605079190947259	-3.506533564501692	-3.9119820066376048	0.649995	0.050001	0.020001	0.050001	0.15	0.020001	0.010001	0.030001	0.020001	HP-D	0.649995	1	True	1	HN-S	0	0	0	0	0	1	0	0	0	False
(╬Ò﹏Ó)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.0498282673194026	-1.7148018725113032	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	0.050001	0.08	0.12	0.15	0.349998	0.179999	0.050001	0.020001	1e-06	HN-D	0.349998	1	True	45	HN-D	0	0	0	0	26	19	0	0	0	True
(╬ಠ益ಠ)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-3.9119820066376043	-4.605079190947258	-3.9119820066376043	-0.16252675298737887	-3.9119820066376043	-4.605079190947258	-4.605079190947258	-4.605079190947258	0.050001	0.020001	0.010001	0.020001	0.849993	0.020001	0.010001	0.010001	0.010001	HN-D	0.849993	1	True	49	HN-D	0	0	0	0	48	1	0	0	0	True
(╬⊙△⊙)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.8971223182009371	-2.9957212737134884	-2.3025840930035453	-1.0498282673194026	-1.6094419124061006	-2.9957212737134884	-3.9119820066376043	-3.5065335645016917	0.050001	0.15	0.050001	0.1	0.349998	0.199999	0.050001	0.020001	0.030001	HN-D	0.349998	1	True	1	HN-S	0	0	0	0	0	1	0	0	0	False
(╭ರ_・́)	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-2.9957212737134884	-2.5257251443458797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.719995	0.15	0.050001	0.08	1e-06	1e-06	1e-06	1e-06	1e-06	HP-D	0.719995	1	False	0		0	0	0	0	0	0	0	0	0	False
(╭☞・̀	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-2.52572514434588	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-3.9119820066376048	-4.605079190947259	0.649995	0.15	0.050001	0.08	0.020001	0.010001	0.010001	0.020001	0.010001	HP-D	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(╭☞・́⍛・̀)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.749994	0.15	0.050001	0.020001	0.020001	0.010001	1e-06	1e-06	1e-06	HP-D	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(╯°□°	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-2.995721273713489	-2.52572514434588	-3.9119820066376048	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.649995	0.15	0.050001	0.050001	0.08	0.020001	1e-06	1e-06	1e-06	HP-D	0.649995	1	False	2	HP-D	1	1	0	0	0	0	0	0	0	True
(╯°□°)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.8971223182009371	-2.9957212737134884	-2.3025840930035453	-0.7985144739575187	-1.8971223182009371	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	0.050001	0.15	0.050001	0.1	0.449997	0.15	0.020001	0.020001	0.010001	HN-D	0.449997	1	True	571	HN-D	10	10	5	14	383	60	11	8	70	True
(╯ↀ╰)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.749994	0.15	0.050001	0.020001	0.020001	0.010001	1e-06	1e-06	1e-06	HP-D	0.749994	1	False	1	LP	0	0	1	0	0	0	0	0	0	False
(╯▽╰)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	-13.815519557923775	0.050001	0.15	0.649995	0.12	1e-06	1e-06	0.020001	0.010001	1e-06	LP	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(╯✧∇✧)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(╯✧╰)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	True
(╯✧╰╯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.3285116780436118	-1.8971223182009371	-2.9957212737134884	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.050001	0.719995	0.15	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.719995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	True
(╯✧▽✧)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	5	HP-S	0	2	1	2	0	0	0	0	0	True
(╯︵╰,)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-1.7148018725113032	-1.3862993610873908	-2.1202642028609797	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.15	0.12	0.179999	0.249999	0.12	0.030001	0.020001	HN-S	0.249999	1	True	1	HN-D	0	0	0	0	1	0	0	0	0	False
(╲︿╱')	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-2.5257251443458797	-1.3862993610873908	-1.5141321871450608	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.15	0.12	0.08	0.249999	0.219999	0.030001	0.020001	HN-S	0.249999	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(╹ω╹)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(╹‿╹)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.0498282673194026	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-2.9957212737134884	-13.815519557923775	0.15	0.349998	0.349998	0.1	1e-06	1e-06	1e-06	0.050001	1e-06	HP-S	0.349998	1	False	3	LP	0	0	2	0	0	0	0	1	0	False
(╹▽╹)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.749994	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(╹ェ╹)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.3862993610873908	-1.8971223182009371	-3.9119820066376043	-3.9119820066376043	-3.9119820066376043	-3.9119820066376043	-3.9119820066376043	0.15	0.349998	0.249999	0.15	0.020001	0.020001	0.020001	0.020001	0.020001	HP-S	0.349998	1	False	0		0	0	0	0	0	0	0	0	0	False
(╹ヮ╹)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(▰˘‿˘▰)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.5978441825349555	-1.6094419124061006	-2.52572514434588	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-13.815519557923775	0.15	0.549996	0.199999	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.549996	1	False	0		0	0	0	0	0	0	0	0	0	False
(▼_▼)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-3.9119820066376043	-2.5257251443458797	-2.1202642028609797	-1.0498282673194026	-1.8971223182009371	-1.7148018725113032	-3.5065335645016917	-3.9119820066376043	0.050001	0.020001	0.08	0.12	0.349998	0.15	0.179999	0.030001	0.020001	HN-D	0.349998	1	False	1	HN-D	0	0	0	0	1	0	0	0	0	True
(▽▽)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.3025840930035453	-3.9119820066376043	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.1	0.020001	0.010001	0.020001	1e-06	1e-06	LP	0.719995	1	False	1	LP	0	0	1	0	0	0	0	0	0	True
(○_○)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-2.9957212737134884	-2.1202642028609797	-2.5257251443458797	-1.7148018725113032	-3.218859825140196	0.050001	0.08	0.15	0.249999	0.050001	0.12	0.08	0.179999	0.040001	NP	0.249999	1	False	0		0	0	0	0	0	0	0	0	0	False
(○´∀`○)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◎_◎;)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.7148018725113032	-1.2729711043501937	-2.5257251443458797	-3.218859825140196	-3.9119820066376043	0.050001	0.08	0.12	0.15	0.179999	0.279998	0.08	0.040001	0.020001	HN-S	0.279998	1	True	1	HP-S	0	1	0	0	0	0	0	0	0	False
(◕.◕)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.0498282673194026	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-2.9957212737134884	-13.815519557923775	0.15	0.349998	0.349998	0.1	1e-06	1e-06	1e-06	0.050001	1e-06	HP-S	0.349998	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕_◕)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.0498282673194026	-0.7985144739575187	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.218859825140196	-4.605079190947258	0.050001	0.349998	0.449997	0.1	1e-06	1e-06	1e-06	0.040001	0.010001	LP	0.449997	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	False
(◕o◕)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(◕ω◕)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕ω◕✨)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕ω◕✿)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-4.605079190947258	-4.605079190947258	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.010001	0.010001	HP-S	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕‿◕)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.5978441825349555	-1.6094419124061006	-2.52572514434588	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-13.815519557923775	0.15	0.549996	0.199999	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.549996	1	True	95	HP-S	5	31	27	12	0	0	1	19	0	True
(◕‿◕✊)	0	0	0	0	0	0	0	0	0	-0.4307903775915993	-1.3862993610873908	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.649995	0.249999	0.050001	0.020001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-D	0.649995	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(◕‿◕✌)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	2	HP-S	0	1	0	0	0	0	0	0	1	True
(◕‿◕✨)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕‿◕✿)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.7985144739575187	-1.3862993610873908	-2.3025840930035453	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.5065335645016917	-3.9119820066376043	0.15	0.449997	0.249999	0.1	1e-06	1e-06	1e-06	0.030001	0.020001	HP-S	0.449997	1	True	243	LP	32	16	62	23	3	13	8	59	27	False
(◕‿◕｡)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	True	2	LP	0	0	1	1	0	0	0	0	0	False
(◕‿◕�	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.5978441825349555	-1.6094419124061006	-2.52572514434588	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-13.815519557923775	0.15	0.549996	0.199999	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.549996	1	False	10	HP-D	4	0	0	4	0	0	0	1	1	False
(◕▽◕)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕▿◕✿)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-0.28768973907883666	-1.8971223182009371	-3.5065335645016917	-13.815519557923775	-13.815519557923775	-13.815519557923775	-4.605079190947258	-4.605079190947258	0.050001	0.749994	0.15	0.030001	1e-06	1e-06	1e-06	0.010001	0.010001	HP-S	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(◕ヮ◕)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◜‿◝)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◞‸◟)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.3862993610873908	-1.6094419124061006	-2.3025840930035453	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.12	0.15	0.249999	0.199999	0.1	0.030001	0.020001	HN-D	0.249999	1	False	0		0	0	0	0	0	0	0	0	0	False
(◞‸◟;)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.7148018725113032	-1.2729711043501937	-2.3025840930035453	-3.9119820066376043	-3.9119820066376043	0.050001	0.08	0.12	0.15	0.179999	0.279998	0.1	0.020001	0.020001	HN-S	0.279998	1	False	0		0	0	0	0	0	0	0	0	0	False
(◞‸◟ㆀ)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-1.3862993610873908	-1.2729711043501937	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	0.050001	0.08	0.15	0.12	0.249999	0.279998	0.050001	0.020001	1e-06	HN-S	0.279998	1	False	0		0	0	0	0	0	0	0	0	0	False
(◞‿◟)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.649995	0.15	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-D	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◞◟ㆀ)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-1.3862993610873908	-1.0498282673194026	-2.9957212737134884	-2.5257251443458797	-3.9119820066376043	-3.5065335645016917	-3.9119820066376043	0.15	0.050001	0.249999	0.349998	0.050001	0.08	0.020001	0.030001	0.020001	NP	0.349998	1	False	0		0	0	0	0	0	0	0	0	0	False
(◠‿◠)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	4	HP-S	0	1	0	1	0	1	1	0	0	True
(◠‿◠✿)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◠‿・)	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-2.5257251443458797	-3.9119820066376043	-4.605079190947258	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-13.815519557923775	0.719995	0.15	0.08	0.020001	0.010001	1e-06	1e-06	0.020001	1e-06	HP-D	0.719995	1	False	0		0	0	0	0	0	0	0	0	0	False
(◠﹏◠)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(◣_◢)	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-3.218859825140196	-4.605079190947258	-13.815519557923775	-4.605079190947258	-13.815519557923775	0.719995	0.15	0.050001	0.020001	0.040001	0.010001	1e-06	0.010001	1e-06	HP-D	0.719995	1	False	1	HN-S	0	0	0	0	0	1	0	0	0	False
(☀´▽`)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	True	1	NB	0	0	0	0	0	0	0	1	0	False
(☁‿☁)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.050001	0.15	0.649995	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.649995	1	False	2	HP-S	0	1	1	0	0	0	0	0	0	False
